Course Name,Department,CourseNum,SectionNum,Days,StartTime,EndTime,Asynch
SURVEY OF ACCT PRIN,ACCT,209,599,,,,True
MGRL & COST ACCT PRIN,ACCT,210,599,,,,True
MGRL & COST ACCT PRIN,ACCT,210,700,,,,True
HNR-INTRO ACCOUNTING,ACCT,229,200,TR,12:45 PM,2:00 PM,False
HNR-INTRO ACCOUNTING,ACCT,229,201,TR,9:35 AM,10:50 AM,False
HNR-INTRO ACCOUNTING,ACCT,229,202,TR,11:10 AM,12:25 PM,False
INTRO ACCOUNTING,ACCT,229,501,MW,8:00 AM,9:15 AM,False
INTRO ACCOUNTING,ACCT,229,502,MW,9:35 AM,10:50 AM,False
INTRO ACCOUNTING,ACCT,229,503,MW,11:10 AM,12:25 PM,False
INTRO ACCOUNTING,ACCT,229,504,TR,8:00 AM,9:15 AM,False
INTRO ACCOUNTING,ACCT,229,505,MW,12:45 PM,2:00 PM,False
INTRO ACCOUNTING,ACCT,229,506,TR,12:45 PM,2:00 PM,False
INTRO ACCOUNTING,ACCT,229,507,TR,2:20 PM,3:35 PM,False
INTRO ACCOUNTING,ACCT,229,508,TR,3:55 PM,5:10 PM,False
INTRO ACCOUNTING,ACCT,229,509,TR,12:45 PM,2:00 PM,False
INTRO ACCOUNTING,ACCT,229,510,TR,11:10 AM,12:25 PM,False
INTRO ACCOUNTING,ACCT,229,511,TR,2:20 PM,3:35 PM,False
HNR-INTRO ACCOUNTING,ACCT,230,201,MW,12:45 PM,2:00 PM,False
INTRO ACCOUNTING,ACCT,230,501,MW,11:30 AM,12:20 PM,False
INTRO ACCOUNTING,ACCT,230,502,MW,10:20 AM,11:10 AM,False
PROF DEVELOPMENT SEMINAR,ACCT,321,500,TR,5:30 PM,6:45 PM,False
PROF DEVELOPMENT SEMINAR,ACCT,321,500,R,8:00 AM,5:00 PM,False
PROF DEVELOPMENT SEMINAR,ACCT,321,500,W,8:00 AM,5:00 PM,False
PROF DEVELOPMENT SEMINAR,ACCT,321,500,F,8:00 AM,5:00 PM,False
PROF DEVELOPMENT BBA,ACCT,322,500,TR,3:55 PM,5:20 PM,False
FINANCIAL REPORTING I,ACCT,327,500,MW,8:00 AM,9:15 AM,False
FINANCIAL REPORTING I,ACCT,327,501,MW,9:35 AM,10:50 AM,False
FINANCIAL REPORTING I,ACCT,327,502,MW,11:10 AM,12:25 PM,False
FINANCIAL REPORTING I,ACCT,327,503,TR,8:00 AM,9:15 AM,False
FINANCIAL REPORTING I,ACCT,327,504,TR,9:35 AM,10:50 AM,False
FINANCIAL REPORTING I,ACCT,327,505,TR,11:10 AM,12:25 PM,False
FINANCIAL REPORTING I,ACCT,327,506,MWF,12:40 PM,1:30 PM,False
FINANCIAL REPORTING I,ACCT,327,507,MWF,1:50 PM,2:40 PM,False
FINANCIAL REPORTING I,ACCT,327,508,MWF,3:00 PM,3:50 PM,False
FINANCIAL REPORTING I,ACCT,327,509,TR,8:00 AM,9:15 AM,False
FINANCIAL REPORTING I,ACCT,327,510,TR,9:35 AM,10:50 AM,False
FINANCIAL REPORTING II,ACCT,328,501,MW,9:35 AM,10:50 AM,False
FINANCIAL REPORTING II,ACCT,328,502,MW,11:10 AM,12:25 PM,False
FINANCIAL REPORTING II,ACCT,328,503,MW,12:45 PM,2:00 PM,False
FINANCIAL REPORTING II,ACCT,328,504,TR,8:00 AM,9:15 AM,False
FINANCIAL REPORTING II,ACCT,328,505,TR,9:35 AM,10:50 AM,False
FINANCIAL REPORTING II,ACCT,328,506,TR,11:10 AM,12:25 PM,False
FINANCIAL REPORTING II,ACCT,328,507,TR,12:45 PM,2:00 PM,False
FINANCIAL REPORTING II,ACCT,328,508,TR,2:20 PM,3:35 PM,False
FINANCIAL REPORTING II,ACCT,328,509,MW,2:20 PM,3:35 PM,False
FINANCIAL REPORTING II,ACCT,328,510,TR,3:55 PM,5:10 PM,False
FINANCIAL REPORTING II,ACCT,328,511,MW,3:55 PM,5:10 PM,False
COST MGMT & ANALYSIS,ACCT,329,501,R,12:45 PM,2:00 PM,False
COST MGMT & ANALYSIS,ACCT,329,501,,,,True
INCOME TAX,ACCT,405,501,TR,2:20 PM,3:35 PM,False
INCOME TAX,ACCT,405,502,TR,3:55 PM,5:10 PM,False
INCOME TAX,ACCT,405,503,MW,11:10 AM,12:25 PM,False
INCOME TAX,ACCT,405,504,MW,9:35 AM,10:50 AM,False
INCOME TAX,ACCT,405,505,MW,12:45 PM,2:00 PM,False
INCOME TAX,ACCT,405,506,MW,2:20 PM,3:35 PM,False
INCOME TAX,ACCT,405,507,MW,3:55 PM,5:10 PM,False
AUDITING,ACCT,407,901,TR,2:20 PM,3:35 PM,False
AUDITING,ACCT,407,902,TR,3:55 PM,5:10 PM,False
INTERNAL AUDITING,ACCT,408,501,TR,11:10 AM,12:25 PM,False
FRAUD EXAMINATION,ACCT,410,500,MW,9:35 AM,10:50 AM,False
FRAUD EXAMINATION,ACCT,410,500,TR,9:35 AM,10:50 AM,False
ACCT & FIN INFO SYSTEMS,ACCT,427,501,F,8:00 AM,10:00 AM,False
ACCT & FIN INFO SYSTEMS,ACCT,427,502,F,10:30 AM,12:30 PM,False
ACCT & FIN INFO SYSTEMS,ACCT,427,503,F,1:30 PM,3:30 PM,False
ACCT & FIN INFO SYSTEMS,ACCT,427,504,MW,9:35 AM,10:50 AM,False
ACCT & FIN INFO SYSTEMS,ACCT,427,505,MW,11:10 AM,12:25 PM,False
ACCT & FIN INFO SYSTEMS,ACCT,427,506,MW,12:45 PM,2:00 PM,False
INTERNATIONAL ACCT,ACCT,445,599,,,,True
FINANCIAL STMNT ANALYSIS,ACCT,447,500,MW,12:45 PM,2:00 PM,False
ACCOUNTING ETHICS,ACCT,450,501,MW,3:00 PM,4:55 PM,False
ACCOUNTING ETHICS,ACCT,450,501,TR,9:35 AM,10:50 AM,False
ACCOUNTING ETHICS,ACCT,450,502,MW,3:00 PM,4:55 PM,False
ACCOUNTING ETHICS,ACCT,450,502,TR,9:35 AM,10:50 AM,False
ACCOUNTING INTERNSHIP,ACCT,484,501,,,,True
ACCOUNTING INTERNSHIP: IN-AB,ACCT,484,551,,,,True
SPTP: COMMUNICATION SKILLS,ACCT,489,500,TR,8:00 AM,9:15 AM,False
SPECIAL TOPICS IN,ACCT,489,501,TR,9:35 AM,10:50 AM,False
SPTP: COMMUNICATION SKILLS,ACCT,489,502,TR,11:10 AM,12:25 PM,False
FINANCIAL REPORTING II,ACCT,602,700,,,,True
INCOME TAX,ACCT,605,700,,,,True
SEMINAR IN AUDITING,ACCT,607,600,TR,12:45 PM,2:00 PM,False
INTERNAL AUDITING,ACCT,608,601,TR,11:10 AM,12:25 PM,False
CONTEMPORARY TAX TOPICS,ACCT,615,600,MW,11:10 AM,12:25 PM,False
MGMT ACCT & CONTROL,ACCT,620,651,,,,True
MGMT ACCT & CONTROL,ACCT,620,751,,,,True
ACCT CON & PROCEDURE I,ACCT,640,698,,,,True
ACCT CON & PROCEDURE I,ACCT,640,699,,,,True
ACCT CON & PROCEDURE I,ACCT,640,700,,,,True
CONTROL AUDIT INFO SYSTM,ACCT,644,601,F,10:20 AM,1:20 PM,False
CONTROL AUDIT INFO SYSTM,ACCT,644,601,TR,9:35 AM,10:50 AM,False
CONTROL AUDIT INFO SYSTM,ACCT,644,602,TR,11:10 AM,12:25 PM,False
CONTROL AUDIT INFO SYSTM,ACCT,644,602,F,10:20 AM,1:20 PM,False
INTERNATIONAL ACCOUNTING,ACCT,646,699,,,,True
FINANCIAL STMNT ANALYSIS,ACCT,647,600,MW,3:55 PM,5:10 PM,False
FINANCIAL STMNT ANALYSIS,ACCT,647,601,MW,12:45 PM,2:00 PM,False
FINANCIAL STMNT ANALYSIS,ACCT,647,602,MW,2:20 PM,3:35 PM,False
FINANCIAL STMNT ANALYSIS,ACCT,647,603,MW,3:55 PM,5:10 PM,False
ACCOUNTING ETHICS,ACCT,650,601,TR,9:35 AM,10:50 AM,False
ACCOUNTING ETHICS,ACCT,650,601,MW,3:00 PM,4:55 PM,False
ACCOUNTING ETHICS,ACCT,650,602,TR,9:35 AM,10:50 AM,False
ACCOUNTING ETHICS,ACCT,650,602,MW,3:00 PM,4:55 PM,False
TAX RESEARCH & POLICY,ACCT,680,601,T,12:45 PM,2:00 PM,False
TAX RESEARCH & POLICY,ACCT,680,601,MW,8:00 AM,9:15 AM,False
TAX RESEARCH & POLICY,ACCT,680,601,R,12:45 PM,2:00 PM,False
TAX RESEARCH & POLICY,ACCT,680,602,T,12:45 PM,2:00 PM,False
TAX RESEARCH & POLICY,ACCT,680,602,R,12:45 PM,2:00 PM,False
TAX RESEARCH & POLICY,ACCT,680,602,MW,9:35 AM,10:50 AM,False
PROF INTERNSHIP,ACCT,684,600,,,,True
PROF INTERNSHIP: IN-AB,ACCT,684,650,MW,3:55 PM,5:10 PM,False
DIRECTED STUDIES,ACCT,685,600,,,,True
DOCTORAL SEMINAR,ACCT,688,601,,,,True
DOCTORAL SEMINAR,ACCT,688,602,,,,True
DOCTORAL SEMINAR,ACCT,688,603,,,,True
SPTP: ACCT DATA ANALYTICS,ACCT,689,601,TR,12:45 PM,2:00 PM,False
SPTP: ACCT DATA ANALYTICS,ACCT,689,602,TR,2:20 PM,3:35 PM,False
SPTP: ACCT DATA ANALYTICS,ACCT,689,603,TR,3:55 PM,5:10 PM,False
SPTP: FINANCIAL LEADERSHIP,ACCT,689,604,T,4:00 PM,7:00 PM,False
SPTP: FINANCIAL LEADERSHIP,ACCT,689,604,F,9:00 AM,12:00 PM,False
SPTP: ACCT DATA ANALYTICS,ACCT,689,605,TR,2:20 PM,3:35 PM,False
SPTP: ACCT DATA ANALYTICS,ACCT,689,606,TR,3:55 PM,5:10 PM,False
RESEARCH,ACCT,691,600,,,,True
CLINICAL DENTISTRY III,AEGD,602,600,,,,True
PRACTICE MANAGEMENT I,AEGD,604,600,,,,True
ADV FIXED PROSTHODONTICS,AEGD,607,600,,,,True
TRTMT PLANNING CONFERENCE III,AEGD,617,600,,,,True
CURRENT LITERATURE REVIEW III,AEGD,620,600,,,,True
ADV REST DENT DIGITAL TECH,AEGD,626,601,,,,True
SPTP: ADV CLINICAL ENDO II,AEGD,689,600,,,,True
HNR-INTRO TO FLIGHT,AERO,201,200,W,9:10 AM,10:00 AM,False
HNR-INTRO TO FLIGHT,AERO,201,200,TR,9:35 AM,10:50 AM,False
INTRO TO FLIGHT,AERO,201,500,W,9:10 AM,10:00 AM,False
INTRO TO FLIGHT,AERO,201,500,TR,9:35 AM,10:50 AM,False
HNR-AERO ENGR MECHANICS,AERO,211,200,TR,2:20 PM,3:35 PM,False
HNR-AERO ENGR MECHANICS,AERO,211,200,T,3:55 PM,4:45 PM,False
AERO ENGR MECHANICS,AERO,211,500,TR,2:20 PM,3:35 PM,False
AERO ENGR MECHANICS,AERO,211,500,T,3:55 PM,4:45 PM,False
HNR-INTRO TO AEROTHERMODYNM,AERO,212,200,T,5:30 PM,6:20 PM,False
HNR-INTRO TO AEROTHERMODYNM,AERO,212,200,MW,4:10 PM,5:25 PM,False
INTRO TO AEROTHERMODYNM,AERO,212,500,T,5:30 PM,6:20 PM,False
INTRO TO AEROTHERMODYNM,AERO,212,500,MW,4:10 PM,5:25 PM,False
HNR-INTRO AERO MECH OF MATLS,AERO,214,200,M,11:30 AM,1:30 PM,False
HNR-INTRO AERO MECH OF MATLS,AERO,214,200,MW,4:10 PM,5:25 PM,False
INTRO AERO MECH OF MATLS,AERO,214,501,W,11:30 AM,1:30 PM,False
INTRO AERO MECH OF MATLS,AERO,214,501,MW,4:10 PM,5:25 PM,False
INTRO AERO MECH OF MATLS,AERO,214,502,F,11:30 AM,1:30 PM,False
INTRO AERO MECH OF MATLS,AERO,214,502,MW,4:10 PM,5:25 PM,False
INTRO AERO MECH OF MATLS,AERO,214,503,M,11:30 AM,1:30 PM,False
INTRO AERO MECH OF MATLS,AERO,214,503,MW,4:10 PM,5:25 PM,False
INTRO AERO MECH OF MATLS,AERO,214,504,W,11:30 AM,1:30 PM,False
INTRO AERO MECH OF MATLS,AERO,214,504,MW,4:10 PM,5:25 PM,False
INTRO AERO MECH OF MATLS,AERO,214,505,F,11:30 AM,1:30 PM,False
INTRO AERO MECH OF MATLS,AERO,214,505,TR,12:45 PM,2:00 PM,False
INTRO AERO MECH OF MATLS,AERO,214,506,M,11:30 AM,1:30 PM,False
INTRO AERO MECH OF MATLS,AERO,214,506,TR,12:45 PM,2:00 PM,False
INTRO AERO MECH OF MATLS,AERO,214,507,W,11:30 AM,1:30 PM,False
INTRO AERO MECH OF MATLS,AERO,214,507,TR,12:45 PM,2:00 PM,False
INTRO AERO MECH OF MATLS,AERO,214,508,F,11:30 AM,1:30 PM,False
INTRO AERO MECH OF MATLS,AERO,214,508,TR,12:45 PM,2:00 PM,False
INTRO AERO MECH OF MATLS,AERO,214,509,M,11:30 AM,1:30 PM,False
INTRO AERO MECH OF MATLS,AERO,214,509,MW,4:10 PM,5:25 PM,False
HNR-INTRO AERO COMPUTATION,AERO,222,200,R,3:55 PM,5:35 PM,False
HNR-INTRO AERO COMPUTATION,AERO,222,200,TR,8:00 AM,9:15 AM,False
INTRO AERO COMPUTATION,AERO,222,500,R,3:55 PM,5:35 PM,False
INTRO AERO COMPUTATION,AERO,222,500,TR,8:00 AM,9:15 AM,False
INTRO AERO COMPUTATION,AERO,222,501,F,3:00 PM,4:40 PM,False
INTRO AERO COMPUTATION,AERO,222,501,TR,8:00 AM,9:15 AM,False
INTRO AERO COMPUTATION,AERO,222,502,F,8:00 AM,9:40 AM,False
INTRO AERO COMPUTATION,AERO,222,502,TR,8:00 AM,9:15 AM,False
INTRO AERO COMPUTATION,AERO,222,503,M,8:00 AM,9:40 AM,False
INTRO AERO COMPUTATION,AERO,222,503,TR,2:20 PM,3:35 PM,False
INTRO AERO COMPUTATION,AERO,222,504,R,11:10 AM,12:50 PM,False
INTRO AERO COMPUTATION,AERO,222,504,TR,2:20 PM,3:35 PM,False
INTRO AERO COMPUTATION,AERO,222,505,W,8:00 AM,9:40 AM,False
INTRO AERO COMPUTATION,AERO,222,505,TR,2:20 PM,3:35 PM,False
RESEARCH,AERO,291,500,,,,True
RESEARCH,AERO,291,533,,,,True
MID-CURR PROF DEVELOPMENT,AERO,299,500,,,,True
HNR-THEORETICAL AERODYN,AERO,301,200,TR,11:10 AM,12:25 PM,False
THEORETICAL AERODYN,AERO,301,500,TR,11:10 AM,12:25 PM,False
THEORETICAL AERODYN,AERO,301,502,MWF,1:50 PM,2:40 PM,False
HNR-HIGH SPEED AERODYN,AERO,303,200,MWF,11:30 AM,12:20 PM,False
HIGH SPEED AERODYN,AERO,303,500,MWF,11:30 AM,12:20 PM,False
HIGH SPEED AERODYN,AERO,303,501,MWF,1:50 PM,2:40 PM,False
HNR-AERO STRUCTURAL ANALYS I,AERO,304,200,MWF,3:00 PM,3:50 PM,False
AERO STRUCTURAL ANALYS I,AERO,304,500,MWF,3:00 PM,3:50 PM,False
AERO STRUCTURAL ANALY II,AERO,306,500,MWF,3:00 PM,3:50 PM,False
AERO STRUCTURAL ANALY II,AERO,306,501,TR,2:20 PM,3:35 PM,False
AERO ENGR LAB,AERO,307,900,M,4:10 PM,6:10 PM,False
AERO ENGR LAB,AERO,307,900,T,3:55 PM,5:10 PM,False
AERO ENGR LAB,AERO,307,901,W,8:00 AM,10:00 AM,False
AERO ENGR LAB,AERO,307,901,T,3:55 PM,5:10 PM,False
AERO ENGR LAB,AERO,307,902,W,4:10 PM,6:10 PM,False
AERO ENGR LAB,AERO,307,902,T,3:55 PM,5:10 PM,False
AERO ENGR LAB,AERO,307,903,F,8:00 AM,10:00 AM,False
AERO ENGR LAB,AERO,307,903,T,3:55 PM,5:10 PM,False
AERO ENGR LAB,AERO,307,904,M,8:00 AM,10:00 AM,False
AERO ENGR LAB,AERO,307,904,T,3:55 PM,5:10 PM,False
AERO ENGR LAB,AERO,307,905,T,5:30 PM,7:30 PM,False
AERO ENGR LAB,AERO,307,905,R,3:55 PM,5:10 PM,False
AERO ENGR LAB,AERO,307,906,R,5:30 PM,7:30 PM,False
AERO ENGR LAB,AERO,307,906,R,3:55 PM,5:10 PM,False
AEROSPACE DYNAMICS,AERO,310,502,MW,5:45 PM,7:00 PM,False
HNR-DYN OF AERO VEHICLES,AERO,321,200,TR,8:00 AM,9:15 AM,False
DYN OF AERO VEHICLES,AERO,321,500,TR,8:00 AM,9:15 AM,False
DYN OF AERO VEHICLES,AERO,321,501,TR,9:35 AM,10:50 AM,False
AEROTHERMO PROPULSION,AERO,351,500,MWF,9:10 AM,10:00 AM,False
AEROTHERMO PROPULSION,AERO,351,501,TR,11:10 AM,12:25 PM,False
AERO DESIGN PRINCIPLES,AERO,401,930,TR,12:45 PM,2:00 PM,False
AERO DESIGN PRINCIPLES,AERO,401,930,MW,12:40 PM,1:30 PM,False
AERO SYSTEMS DESIGN,AERO,402,500,MW,4:10 PM,5:25 PM,False
AERO SYSTEMS DESIGN,AERO,402,500,TR,3:55 PM,5:10 PM,False
AERO SYSTEMS DESIGN,AERO,402,501,TR,3:55 PM,5:10 PM,False
AERO SYSTEMS DESIGN,AERO,402,501,MW,4:10 PM,5:25 PM,False
AERO SYSTEMS DESIGN,AERO,402,502,TR,12:45 PM,2:00 PM,False
AERO SYSTEMS DESIGN,AERO,402,502,MW,12:40 PM,1:30 PM,False
AERO SYSTEMS DESIGN,AERO,402,503,TR,3:55 PM,5:10 PM,False
AERO SYSTEMS DESIGN,AERO,402,503,MW,4:10 PM,5:25 PM,False
AERO SYSTEMS DESIGN,AERO,402,504,TR,12:45 PM,2:00 PM,False
AERO SYSTEMS DESIGN,AERO,402,504,MW,12:40 PM,1:30 PM,False
AERO SYSTEMS DESIGN,AERO,402,505,MW,4:10 PM,5:25 PM,False
AERO SYSTEMS DESIGN,AERO,402,505,TR,3:55 PM,5:10 PM,False
AERO SYSTEMS DESIGN,AERO,402,506,MW,12:40 PM,1:30 PM,False
AERO SYSTEMS DESIGN,AERO,402,506,TR,12:45 PM,2:00 PM,False
AERO SYSTEMS DESIGN,AERO,402,507,TR,3:55 PM,5:10 PM,False
AERO SYSTEMS DESIGN,AERO,402,507,MW,12:40 PM,1:30 PM,False
AERO SYSTEMS DESIGN,AERO,402,508,MW,4:10 PM,5:25 PM,False
AERO SYSTEMS DESIGN,AERO,402,508,TR,3:55 PM,5:10 PM,False
AERO SYSTEMS DESIGN,AERO,402,509,MW,12:40 PM,1:30 PM,False
AERO SYSTEMS DESIGN,AERO,402,509,TR,12:45 PM,2:00 PM,False
AERO SYSTEMS DESIGN,AERO,402,510,TR,3:55 PM,5:10 PM,False
AERO SYSTEMS DESIGN,AERO,402,510,MW,4:10 PM,5:25 PM,False
MECH ADV AERO STRUCTURES,AERO,404,500,MWF,1:50 PM,2:40 PM,False
AERO MATERIALS SCIENCE,AERO,413,500,MW,5:45 PM,7:00 PM,False
COMP FLUID DYN AERO APPS,AERO,415,501,TR,9:35 AM,10:50 AM,False
ACT CONTR FOR AERO VEH,AERO,422,501,MWF,11:30 AM,12:20 PM,False
HNR-ORBITAL MECHANICS,AERO,423,200,TR,8:00 AM,9:15 AM,False
ORBITAL MECHANICS,AERO,423,500,TR,8:00 AM,9:15 AM,False
NUMERICAL SIMULATION,AERO,430,500,MWF,10:20 AM,11:10 AM,False
HUMAN SPACEFLIGHT OPERATIONS,AERO,451,500,TR,2:20 PM,3:35 PM,False
HNR-EAT TRANS VISC FLOWS,AERO,452,200,MWF,3:00 PM,3:50 PM,False
HEAT TRANS VISC FLOWS,AERO,452,500,MWF,3:00 PM,3:50 PM,False
HEAT TRANS VISC FLOWS,AERO,452,501,MWF,9:10 AM,10:00 AM,False
SPTP: MACHINE LEARNING AERO,AERO,489,500,MWF,9:10 AM,10:00 AM,False
SPTP: AUTONOMOUS AEROSPACE SYS,AERO,489,501,TR,9:35 AM,10:50 AM,False
SPTP: HUMAN FACTORS ENGR AEROS,AERO,489,502,TR,11:10 AM,12:25 PM,False
SPTP: LOW TEMPERATURE PLASMA,AERO,489,503,TR,2:20 PM,3:35 PM,False
SPTP: OPTICAL METHODS FOR AERO,AERO,489,504,TR,11:10 AM,12:25 PM,False
HNR-RESEARCH,AERO,491,203,,,,True
HNR-RESEARCH,AERO,491,207,,,,True
HNR-RESEARCH,AERO,491,214,,,,True
HNR-RESEARCH,AERO,491,215,,,,True
RESEARCH,AERO,491,218,,,,True
HNR-RESEARCH,AERO,491,224,,,,True
HNR-RESEARCH,AERO,491,227,,,,True
HNR-RESEARCH,AERO,491,240,,,,True
HNR-RESEARCH,AERO,491,244,,,,True
HNR-RESEARCH,AERO,491,247,,,,True
RESEARCH,AERO,491,515,,,,True
RESEARCH,AERO,491,541,,,,True
THEORY OF FLUID MECH,AERO,602,600,TR,11:10 AM,12:25 PM,False
THEORY OF FLUID MECH,AERO,602,700,TR,11:10 AM,12:25 PM,False
NANOMECHANICS,AERO,608,601,MWF,3:00 PM,3:50 PM,False
COMP FLUID DYNAMICS AERO APPL,AERO,615,601,TR,9:35 AM,10:50 AM,False
SPACECRAFT MANEUVERS,AERO,623,600,MW,5:45 PM,7:00 PM,False
SPACECRAFT MANEUVERS,AERO,623,700,MW,5:45 PM,7:00 PM,False
CELESTIAL MECHANICS,AERO,624,601,TR,8:00 AM,9:15 AM,False
EST OF DYNAMIC SYSTEMS,AERO,626,601,TR,12:45 PM,2:00 PM,False
DESIGN ADV FLT CTL SYS,AERO,632,601,MWF,11:30 AM,12:20 PM,False
HIGH-PERFORMANCE CFD,AERO,643,601,MWF,10:20 AM,11:10 AM,False
HUMAN SPACEFLIGHT OPERATIONS,AERO,651,600,TR,2:20 PM,3:35 PM,False
HUMAN SPACEFLIGHT OPERATIONS,AERO,651,699,,,,True
HUMAN SPACEFLIGHT OPERATIONS,AERO,651,700,TR,2:20 PM,3:35 PM,False
OPTICAL METHODS FOR AERO,AERO,661,600,TR,11:10 AM,12:25 PM,False
SYSTEMS ANALYSIS,AERO,666,601,TR,9:35 AM,10:50 AM,False
SEMINAR: TOPIC: COMMUNICATION,AERO,681,600,M,4:10 PM,5:25 PM,False
SEMINAR: TOPIC: COMMUNICATION,AERO,681,600,R,3:55 PM,5:10 PM,False
SEM: TOPIC: PROFES DEVELOPMENT,AERO,681,601,T,3:55 PM,5:10 PM,False
SEM: TOPIC: PROFES DEVELOPMENT,AERO,681,601,R,3:55 PM,5:10 PM,False
PROFESSIONAL INTERNSHIP,AERO,684,640,,,,True
DIRECTED STUDIES,AERO,685,607,,,,True
DIRECTED STUDIES,AERO,685,608,,,,True
DIRECTED STUDIES,AERO,685,609,,,,True
DIRECTED STUDIES,AERO,685,612,,,,True
DIRECTED STUDIES,AERO,685,618,,,,True
DIRECTED STUDIES,AERO,685,624,,,,True
DIRECTED STUDIES,AERO,685,630,,,,True
DIRECTED STUDIES,AERO,685,631,,,,True
DIRECTED STUDIES,AERO,685,639,,,,True
DIRECTED STUDIES,AERO,685,640,,,,True
DIRECTED STUDIES,AERO,685,643,,,,True
DIRECTED STUDIES,AERO,685,644,,,,True
DIRECTED STUDIES,AERO,685,647,,,,True
SPTP: INTRO AERO GRADUATE MAT,AERO,689,601,MWF,10:20 AM,11:10 AM,False
SPTP: HUMAN FACTORS ENGR AERO,AERO,689,602,TR,12:45 PM,2:00 PM,False
SPTP: LOW TEMPERATURE PLASMA,AERO,689,603,TR,2:20 PM,3:35 PM,False
SPTP: MACHINE LEARNING AERO,AERO,689,604,MWF,9:10 AM,10:00 AM,False
SPTP: LOW TEMPERATURE PLASMA,AERO,689,700,,,,True
SPTP: HUMAN FACTORS ENGR AERO,AERO,689,701,,,,True
RESEARCH,AERO,691,600,,,,True
RESEARCH,AERO,691,602,,,,True
RESEARCH,AERO,691,603,,,,True
RESEARCH,AERO,691,605,,,,True
RESEARCH,AERO,691,606,,,,True
RESEARCH,AERO,691,607,,,,True
RESEARCH,AERO,691,608,,,,True
RESEARCH,AERO,691,609,,,,True
RESEARCH,AERO,691,613,,,,True
RESEARCH,AERO,691,614,,,,True
RESEARCH,AERO,691,615,,,,True
RESEARCH,AERO,691,616,,,,True
RESEARCH,AERO,691,617,,,,True
RESEARCH,AERO,691,618,,,,True
RESEARCH,AERO,691,620,,,,True
RESEARCH,AERO,691,621,,,,True
RESEARCH,AERO,691,622,,,,True
RESEARCH,AERO,691,623,,,,True
RESEARCH,AERO,691,624,,,,True
RESEARCH,AERO,691,625,,,,True
RESEARCH,AERO,691,626,,,,True
RESEARCH,AERO,691,627,,,,True
RESEARCH,AERO,691,628,,,,True
RESEARCH,AERO,691,630,,,,True
RESEARCH,AERO,691,631,,,,True
RESEARCH,AERO,691,632,,,,True
RESEARCH,AERO,691,633,,,,True
RESEARCH,AERO,691,635,,,,True
RESEARCH,AERO,691,639,,,,True
RESEARCH,AERO,691,640,,,,True
RESEARCH,AERO,691,641,,,,True
RESEARCH,AERO,691,643,,,,True
RESEARCH,AERO,691,644,,,,True
RESEARCH,AERO,691,645,,,,True
RESEARCH,AERO,691,647,,,,True
RESEARCH,AERO,691,649,,,,True
RESEARCH:IN-AB,AERO,691,674,,,,True
RESEARCH: IN-AB,AERO,691,676,,,,True
HERITAGE & VALUES II,AERS,102,501,M,9:10 AM,10:00 AM,False
HERITAGE & VALUES II,AERS,102,502,M,10:20 AM,11:10 AM,False
HERITAGE & VALUES II,AERS,102,503,M,11:30 AM,12:20 PM,False
HERITAGE & VALUES II,AERS,102,504,M,12:40 PM,1:30 PM,False
HERITAGE & VALUES II,AERS,102,505,M,1:50 PM,2:40 PM,False
HERITAGE & VALUES II,AERS,102,506,W,8:00 AM,8:50 AM,False
HERITAGE & VALUES II,AERS,102,507,W,9:10 AM,10:00 AM,False
HERITAGE & VALUES II,AERS,102,508,W,10:20 AM,11:10 AM,False
HERITAGE & VALUES II,AERS,102,510,W,12:40 PM,1:30 PM,False
HERITAGE & VALUES II,AERS,102,511,W,1:50 PM,2:40 PM,False
AFROTC LEADERSHIP LAB II,AERS,106,501,W,4:15 PM,6:15 PM,False
AFROTC LEADERSHIP LAB II,AERS,106,502,T,4:15 PM,6:15 PM,False
TEAM & LDRSHIP FUNDAMENTALS II,AERS,202,501,M,9:10 AM,10:00 AM,False
TEAM & LDRSHIP FUNDAMENTALS II,AERS,202,502,M,10:20 AM,11:10 AM,False
TEAM & LDRSHIP FUNDAMENTALS II,AERS,202,506,W,10:20 AM,11:10 AM,False
TEAM & LDRSHIP FUNDAMENTALS II,AERS,202,507,W,11:30 AM,12:20 PM,False
LEADERSHIP & COMMUNICATION II,AERS,304,501,TR,9:35 AM,10:50 AM,False
LEADERSHIP & COMMUNICATION II,AERS,304,503,TR,12:45 PM,2:00 PM,False
LEADERSHIP & COMMUNICATION II,AERS,304,504,TR,2:20 PM,3:35 PM,False
NATL SECURITY AFFAIRS,AERS,404,501,TR,9:35 AM,10:50 AM,False
NATL SECURITY AFFAIRS,AERS,404,503,TR,12:45 PM,2:00 PM,False
NATL SECURITY AFFAIRS,AERS,404,504,TR,2:20 PM,3:35 PM,False
INTRO COURSE AFRICANA,AFST,201,500,MWF,8:00 AM,8:50 AM,False
INTRO COURSE AFRICANA,AFST,201,501,MWF,9:10 AM,10:00 AM,False
PSYC CULTURE & DIVERSITY,AFST,209,500,TR,2:20 PM,3:35 PM,False
CONTEMP ISSUES GLOBAL SOUTH,AFST,261,500,MWF,3:00 PM,3:50 PM,False
BLACKS IN US 1607-1877,AFST,300,500,MWF,10:20 AM,11:10 AM,False
AFRICANA SOCIAL SCIENCES,AFST,324,500,MWF,1:50 PM,2:40 PM,False
POP MUS IN AFRICAN DIASP,AFST,327,500,MW,5:45 PM,7:00 PM,False
