Course/Section,Section Title,Days Met,Start Time,End Time,Room,Instructor,Term,Status,Max Enrollment,Course Offering Id
ACCT 209/599 EXAM,SURVEY OF ACCT PRIN,F,7:00 PM,8:15 PM,,Foster,202411 (CS Spring) - View Only,Unassigned,900,10001
ACCT 209/599 EXAM,SURVEY OF ACCT PRIN,T,7:00 PM,8:15 PM,,Foster,202411 (CS Spring) - View Only,Unassigned,900,10001
ACCT 209/599 EXAM,SURVEY OF ACCT PRIN,T,7:00 PM,8:15 PM,,Foster,202411 (CS Spring) - View Only,Unassigned,900,10001
ACCT 209/599 LEC,SURVEY OF ACCT PRIN,,,,,Foster,202411 (CS Spring) - View Only,Incomplete,900,10001
ACCT 210/599 LEC,MGRL & COST ACCT PRIN,,,,,Farmer,202411 (CS Spring) - View Only,Incomplete,200,14103
ACCT 210/700 LEC,MGRL & COST ACCT PRIN,,,,,Farmer,202411 (CS Spring) - View Only,Incomplete,20,47045
ACCT 229/200 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:00 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,0,10003
ACCT 229/200 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:00 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,0,10003
ACCT 229/200 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:00 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,0,10003
ACCT 229/200 LEC,HNR-INTRO ACCOUNTING,TR,12:45 PM,2:00 PM,WCBA 462,Knoop,202411 (CS Spring) - View Only,Scheduled,0,10003
ACCT 229/201 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,0,27382
ACCT 229/201 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,0,27382
ACCT 229/201 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,0,27382
ACCT 229/201 LEC,HNR-INTRO ACCOUNTING,TR,9:35 AM,10:50 AM,WCBA 462,Knoop,202411 (CS Spring) - View Only,Scheduled,0,27382
ACCT 229/202 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:00 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,0,34562
ACCT 229/202 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:00 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,0,34562
ACCT 229/202 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:00 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,0,34562
ACCT 229/202 LEC,HNR-INTRO ACCOUNTING,TR,11:10 AM,12:25 PM,WCBA 462,Knoop,202411 (CS Spring) - View Only,Scheduled,0,34562
ACCT 229/501 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Barrett,202411 (CS Spring) - View Only,Unassigned,85,10004
ACCT 229/501 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Barrett,202411 (CS Spring) - View Only,Unassigned,85,10004
ACCT 229/501 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Barrett,202411 (CS Spring) - View Only,Unassigned,85,10004
ACCT 229/501 LEC,INTRO ACCOUNTING,MW,8:00 AM,9:15 AM,WCBA 161,Barrett,202411 (CS Spring) - View Only,Scheduled,85,10004
ACCT 229/502 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Barrett,202411 (CS Spring) - View Only,Unassigned,85,10005
ACCT 229/502 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Barrett,202411 (CS Spring) - View Only,Unassigned,85,10005
ACCT 229/502 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Barrett,202411 (CS Spring) - View Only,Unassigned,85,10005
ACCT 229/502 LEC,INTRO ACCOUNTING,MW,9:35 AM,10:50 AM,WCBA 161,Barrett,202411 (CS Spring) - View Only,Scheduled,85,10005
ACCT 229/503 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Barrett,202411 (CS Spring) - View Only,Unassigned,85,10006
ACCT 229/503 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Barrett,202411 (CS Spring) - View Only,Unassigned,85,10006
ACCT 229/503 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Barrett,202411 (CS Spring) - View Only,Unassigned,85,10006
ACCT 229/503 LEC,INTRO ACCOUNTING,MW,11:10 AM,12:25 PM,WCBA 161,Barrett,202411 (CS Spring) - View Only,Scheduled,85,10006
ACCT 229/504 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Head,202411 (CS Spring) - View Only,Unassigned,85,24413
ACCT 229/504 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Head,202411 (CS Spring) - View Only,Unassigned,85,24413
ACCT 229/504 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Head,202411 (CS Spring) - View Only,Unassigned,85,24413
ACCT 229/504 LEC,INTRO ACCOUNTING,TR,8:00 AM,9:15 AM,WCBA 161,Head,202411 (CS Spring) - View Only,Scheduled,85,24413
ACCT 229/505 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,85,10007
ACCT 229/505 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,85,10007
ACCT 229/505 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Knoop,202411 (CS Spring) - View Only,Unassigned,85,10007
ACCT 229/505 LEC,INTRO ACCOUNTING,MW,12:45 PM,2:00 PM,WCBA 161,Knoop,202411 (CS Spring) - View Only,Scheduled,85,10007
ACCT 229/506 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Arnosky,202411 (CS Spring) - View Only,Unassigned,86,34563
ACCT 229/506 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Arnosky,202411 (CS Spring) - View Only,Unassigned,86,34563
ACCT 229/506 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Arnosky,202411 (CS Spring) - View Only,Unassigned,86,34563
ACCT 229/506 LEC,INTRO ACCOUNTING,TR,12:45 PM,2:00 PM,WCBA 161,Arnosky,202411 (CS Spring) - View Only,Scheduled,86,34563
ACCT 229/507 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Arnosky,202411 (CS Spring) - View Only,Unassigned,85,34564
ACCT 229/507 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Arnosky,202411 (CS Spring) - View Only,Unassigned,85,34564
ACCT 229/507 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Arnosky,202411 (CS Spring) - View Only,Unassigned,85,34564
ACCT 229/507 LEC,INTRO ACCOUNTING,TR,2:20 PM,3:35 PM,WCBA 161,Arnosky,202411 (CS Spring) - View Only,Scheduled,85,34564
ACCT 229/508 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Arnosky,202411 (CS Spring) - View Only,Unassigned,85,34565
ACCT 229/508 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Arnosky,202411 (CS Spring) - View Only,Unassigned,85,34565
ACCT 229/508 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Arnosky,202411 (CS Spring) - View Only,Unassigned,85,34565
ACCT 229/508 LEC,INTRO ACCOUNTING,TR,3:55 PM,5:10 PM,WCBA 161,Arnosky,202411 (CS Spring) - View Only,Scheduled,85,34565
ACCT 229/509 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Williams,202411 (CS Spring) - View Only,Unassigned,50,34566
ACCT 229/509 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Williams,202411 (CS Spring) - View Only,Unassigned,50,34566
ACCT 229/509 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Williams,202411 (CS Spring) - View Only,Unassigned,50,34566
ACCT 229/509 LEC,INTRO ACCOUNTING,TR,12:45 PM,2:00 PM,WCBA 111,Williams,202411 (CS Spring) - View Only,Scheduled,50,34566
ACCT 229/510 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:00 PM,,Marriott,202411 (CS Spring) - View Only,Unassigned,0,50396
ACCT 229/510 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:00 PM,,Marriott,202411 (CS Spring) - View Only,Unassigned,0,50396
ACCT 229/510 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:00 PM,,Marriott,202411 (CS Spring) - View Only,Unassigned,0,50396
ACCT 229/510 LEC,INTRO ACCOUNTING,TR,11:10 AM,12:25 PM,WCBA 104,Marriott,202411 (CS Spring) - View Only,Scheduled,0,50396
ACCT 229/511 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Williams,202411 (CS Spring) - View Only,Unassigned,40,52754
ACCT 229/511 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Williams,202411 (CS Spring) - View Only,Unassigned,40,52754
ACCT 229/511 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Williams,202411 (CS Spring) - View Only,Unassigned,40,52754
ACCT 229/511 LEC,INTRO ACCOUNTING,TR,2:20 PM,3:35 PM,WCBA 111,Williams,202411 (CS Spring) - View Only,Scheduled,40,52754
ACCT 230/201 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Allen,202411 (CS Spring) - View Only,Unassigned,0,10010
ACCT 230/201 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Allen,202411 (CS Spring) - View Only,Unassigned,0,10010
ACCT 230/201 EXAM,HNR-INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Allen,202411 (CS Spring) - View Only,Unassigned,0,10010
ACCT 230/201 LEC,HNR-INTRO ACCOUNTING,MW,12:45 PM,2:00 PM,WCBA 462,Allen,202411 (CS Spring) - View Only,Scheduled,0,10010
ACCT 230/501 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Allen,202411 (CS Spring) - View Only,Unassigned,275,10012
ACCT 230/501 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Allen,202411 (CS Spring) - View Only,Unassigned,275,10012
ACCT 230/501 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Allen,202411 (CS Spring) - View Only,Unassigned,275,10012
ACCT 230/501 LEC,INTRO ACCOUNTING,MW,11:30 AM,12:20 PM,WCBA 113,Allen,202411 (CS Spring) - View Only,Scheduled,275,10012
ACCT 230/502 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Allen,202411 (CS Spring) - View Only,Unassigned,275,10013
ACCT 230/502 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Allen,202411 (CS Spring) - View Only,Unassigned,275,10013
ACCT 230/502 EXAM,INTRO ACCOUNTING,T,7:15 PM,9:15 PM,,Allen,202411 (CS Spring) - View Only,Unassigned,275,10013
ACCT 230/502 LEC,INTRO ACCOUNTING,MW,10:20 AM,11:10 AM,WCBA 113,Allen,202411 (CS Spring) - View Only,Scheduled,275,10013
ACCT 321/500 LEC,PROF DEVELOPMENT SEMINAR,TR,5:30 PM,6:45 PM,WCBA 113,Kyllonen,202411 (CS Spring) - View Only,Scheduled,247,10016
ACCT 321/500 LEC,PROF DEVELOPMENT SEMINAR,R,8:00 AM,5:00 PM,,Kyllonen,202411 (CS Spring) - View Only,Unassigned,247,10016
ACCT 321/500 LEC,PROF DEVELOPMENT SEMINAR,W,8:00 AM,5:00 PM,,Kyllonen,202411 (CS Spring) - View Only,Unassigned,247,10016
ACCT 321/500 LEC,PROF DEVELOPMENT SEMINAR,F,8:00 AM,5:00 PM,,Kyllonen,202411 (CS Spring) - View Only,Unassigned,247,10016
ACCT 322/500 LEC,PROF DEVELOPMENT BBA,TR,3:55 PM,5:20 PM,WCBA 114,McGowan,202411 (CS Spring) - View Only,Scheduled,65,21666
ACCT 327/500 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Stuber,202411 (CS Spring) - View Only,Unassigned,37,34568
ACCT 327/500 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Stuber,202411 (CS Spring) - View Only,Unassigned,37,34568
ACCT 327/500 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Stuber,202411 (CS Spring) - View Only,Unassigned,37,34568
ACCT 327/500 LEC,FINANCIAL REPORTING I,MW,8:00 AM,9:15 AM,WCBA 155,Stuber,202411 (CS Spring) - View Only,Scheduled,37,34568
ACCT 327/501 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Stuber,202411 (CS Spring) - View Only,Unassigned,37,16673
ACCT 327/501 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Stuber,202411 (CS Spring) - View Only,Unassigned,37,16673
ACCT 327/501 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Stuber,202411 (CS Spring) - View Only,Unassigned,37,16673
ACCT 327/501 LEC,FINANCIAL REPORTING I,MW,9:35 AM,10:50 AM,WCBA 155,Stuber,202411 (CS Spring) - View Only,Scheduled,37,16673
ACCT 327/502 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Stuber,202411 (CS Spring) - View Only,Unassigned,37,16674
ACCT 327/502 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Stuber,202411 (CS Spring) - View Only,Unassigned,37,16674
ACCT 327/502 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Stuber,202411 (CS Spring) - View Only,Unassigned,37,16674
ACCT 327/502 LEC,FINANCIAL REPORTING I,MW,11:10 AM,12:25 PM,WCBA 155,Stuber,202411 (CS Spring) - View Only,Scheduled,37,16674
ACCT 327/503 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Blum,202411 (CS Spring) - View Only,Unassigned,37,10017
ACCT 327/503 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Blum,202411 (CS Spring) - View Only,Unassigned,37,10017
ACCT 327/503 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Blum,202411 (CS Spring) - View Only,Unassigned,37,10017
ACCT 327/503 LEC,FINANCIAL REPORTING I,TR,8:00 AM,9:15 AM,WCBA 155,Blum,202411 (CS Spring) - View Only,Scheduled,37,10017
ACCT 327/504 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Blum,202411 (CS Spring) - View Only,Unassigned,37,10018
ACCT 327/504 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Blum,202411 (CS Spring) - View Only,Unassigned,37,10018
ACCT 327/504 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Blum,202411 (CS Spring) - View Only,Unassigned,37,10018
ACCT 327/504 LEC,FINANCIAL REPORTING I,TR,9:35 AM,10:50 AM,WCBA 155,Blum,202411 (CS Spring) - View Only,Scheduled,37,10018
ACCT 327/505 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Blum,202411 (CS Spring) - View Only,Unassigned,37,23830
ACCT 327/505 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Blum,202411 (CS Spring) - View Only,Unassigned,37,23830
ACCT 327/505 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Blum,202411 (CS Spring) - View Only,Unassigned,37,23830
ACCT 327/505 LEC,FINANCIAL REPORTING I,TR,11:10 AM,12:25 PM,WCBA 155,Blum,202411 (CS Spring) - View Only,Scheduled,37,23830
ACCT 327/506 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Larkin,202411 (CS Spring) - View Only,Unassigned,37,23831
ACCT 327/506 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Larkin,202411 (CS Spring) - View Only,Unassigned,37,23831
ACCT 327/506 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Larkin,202411 (CS Spring) - View Only,Unassigned,37,23831
ACCT 327/506 LEC,FINANCIAL REPORTING I,MWF,12:40 PM,1:30 PM,WCBA 105,Larkin,202411 (CS Spring) - View Only,Scheduled,37,23831
ACCT 327/507 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Larkin,202411 (CS Spring) - View Only,Unassigned,37,32793
ACCT 327/507 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Larkin,202411 (CS Spring) - View Only,Unassigned,37,32793
ACCT 327/507 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Larkin,202411 (CS Spring) - View Only,Unassigned,37,32793
ACCT 327/507 LEC,FINANCIAL REPORTING I,MWF,1:50 PM,2:40 PM,WCBA 105,Larkin,202411 (CS Spring) - View Only,Scheduled,37,32793
ACCT 327/508 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Larkin,202411 (CS Spring) - View Only,Unassigned,37,35599
ACCT 327/508 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Larkin,202411 (CS Spring) - View Only,Unassigned,37,35599
ACCT 327/508 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Larkin,202411 (CS Spring) - View Only,Unassigned,37,35599
ACCT 327/508 LEC,FINANCIAL REPORTING I,MWF,3:00 PM,3:50 PM,WCBA 105,Larkin,202411 (CS Spring) - View Only,Scheduled,37,35599
ACCT 327/509 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Cline,202411 (CS Spring) - View Only,Unassigned,37,42711
ACCT 327/509 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Cline,202411 (CS Spring) - View Only,Unassigned,37,42711
ACCT 327/509 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Cline,202411 (CS Spring) - View Only,Unassigned,37,42711
ACCT 327/509 LEC,FINANCIAL REPORTING I,TR,8:00 AM,9:15 AM,WCBA 104,Cline,202411 (CS Spring) - View Only,Scheduled,37,42711
ACCT 327/510 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Cline,202411 (CS Spring) - View Only,Unassigned,37,47391
ACCT 327/510 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Cline,202411 (CS Spring) - View Only,Unassigned,37,47391
ACCT 327/510 EXAM,FINANCIAL REPORTING I,M,7:15 PM,9:15 PM,,Cline,202411 (CS Spring) - View Only,Unassigned,37,47391
ACCT 327/510 LEC,FINANCIAL REPORTING I,TR,9:35 AM,10:50 AM,WCBA 104,Cline,202411 (CS Spring) - View Only,Scheduled,37,47391
ACCT 328/501 LEC,FINANCIAL REPORTING II,MW,9:35 AM,10:50 AM,WCBA 462,Wang,202411 (CS Spring) - View Only,Scheduled,30,10019
ACCT 328/502 LEC,FINANCIAL REPORTING II,MW,11:10 AM,12:25 PM,WCBA 462,Wang,202411 (CS Spring) - View Only,Scheduled,30,10020
ACCT 328/503 LEC,FINANCIAL REPORTING II,MW,12:45 PM,2:00 PM,WCBA 104,Jin,202411 (CS Spring) - View Only,Scheduled,30,47366
ACCT 328/504 LEC,FINANCIAL REPORTING II,TR,8:00 AM,9:15 AM,WCBA 105,Grossman,202411 (CS Spring) - View Only,Scheduled,30,26523
ACCT 328/505 LEC,FINANCIAL REPORTING II,TR,9:35 AM,10:50 AM,WCBA 105,Grossman,202411 (CS Spring) - View Only,Scheduled,30,26524
ACCT 328/506 LEC,FINANCIAL REPORTING II,TR,11:10 AM,12:25 PM,WCBA 105,Grossman,202411 (CS Spring) - View Only,Scheduled,30,26525
ACCT 328/507 LEC,FINANCIAL REPORTING II,TR,12:45 PM,2:00 PM,WCBA 155,Harding,202411 (CS Spring) - View Only,Scheduled,30,38571
ACCT 328/508 LEC,FINANCIAL REPORTING II,TR,2:20 PM,3:35 PM,WCBA 155,Harding,202411 (CS Spring) - View Only,Scheduled,30,38572
ACCT 328/509 LEC,FINANCIAL REPORTING II,MW,2:20 PM,3:35 PM,WCBA 104,Jin,202411 (CS Spring) - View Only,Scheduled,30,47367
ACCT 328/510 LEC,FINANCIAL REPORTING II,TR,3:55 PM,5:10 PM,WCBA 155,Harding,202411 (CS Spring) - View Only,Scheduled,30,27388
ACCT 328/511 LEC,FINANCIAL REPORTING II,MW,3:55 PM,5:10 PM,WCBA 104,Jin,202411 (CS Spring) - View Only,Scheduled,30,47368
ACCT 329/501 LEC,COST MGMT & ANALYSIS,R,12:45 PM,2:00 PM,WCBA 114,Farmer,202411 (CS Spring) - View Only,Scheduled,200,15758
ACCT 329/501 LEC,COST MGMT & ANALYSIS,,,,,Farmer,202411 (CS Spring) - View Only,Incomplete,200,15758
ACCT 405/501 LEC,INCOME TAX,TR,2:20 PM,3:35 PM,WCBA 104,Lassila,202411 (CS Spring) - View Only,Scheduled,0,10021
ACCT 405/502 LEC,INCOME TAX,TR,3:55 PM,5:10 PM,WCBA 104,Lassila,202411 (CS Spring) - View Only,Scheduled,0,10022
ACCT 405/503 EXAM,INCOME TAX,R,7:00 PM,9:00 PM,,McGuire,202411 (CS Spring) - View Only,Unassigned,0,25065
ACCT 405/503 LEC,INCOME TAX,MW,11:10 AM,12:25 PM,WCBA 111,McGuire,202411 (CS Spring) - View Only,Scheduled,0,25065
ACCT 405/504 EXAM,INCOME TAX,R,7:00 PM,9:00 PM,,Hurta,202411 (CS Spring) - View Only,Unassigned,0,10023
ACCT 405/504 LEC,INCOME TAX,MW,9:35 AM,10:50 AM,NCTM 120,Hurta,202411 (CS Spring) - View Only,Scheduled,0,10023
ACCT 405/505 EXAM,INCOME TAX,R,7:00 PM,9:00 PM,,Xia,202411 (CS Spring) - View Only,Unassigned,0,10024
ACCT 405/505 LEC,INCOME TAX,MW,12:45 PM,2:00 PM,WCBA 155,Xia,202411 (CS Spring) - View Only,Scheduled,0,10024
ACCT 405/506 EXAM,INCOME TAX,R,7:00 PM,9:00 PM,,Xia,202411 (CS Spring) - View Only,Unassigned,0,10025
ACCT 405/506 LEC,INCOME TAX,MW,2:20 PM,3:35 PM,WCBA 155,Xia,202411 (CS Spring) - View Only,Scheduled,0,10025
ACCT 405/507 EXAM,INCOME TAX,R,7:00 PM,9:00 PM,,Xia,202411 (CS Spring) - View Only,Unassigned,0,42214
ACCT 405/507 LEC,INCOME TAX,MW,3:55 PM,5:10 PM,WCBA 155,Xia,202411 (CS Spring) - View Only,Scheduled,0,42214
ACCT 407/901 LEC,AUDITING,TR,2:20 PM,3:35 PM,WCBA 105,Ranzilla,202411 (CS Spring) - View Only,Scheduled,25,12542
ACCT 407/902 LEC,AUDITING,TR,3:55 PM,5:10 PM,WCBA 105,Ranzilla,202411 (CS Spring) - View Only,Scheduled,25,12543
ACCT 408/501 LEC,INTERNAL AUDITING,TR,11:10 AM,12:25 PM,WCBA 111,Head,202411 (CS Spring) - View Only,Scheduled,0,42901
ACCT 410/500 LEC,FRAUD EXAMINATION,MW,9:35 AM,10:50 AM,WCBA 105,Head,202411 (CS Spring) - View Only,Scheduled,30,10028
ACCT 410/500 LEC,FRAUD EXAMINATION,TR,9:35 AM,10:50 AM,WCBA 111,Head,202411 (CS Spring) - View Only,Scheduled,30,10028
ACCT 427/501 LEC,ACCT & FIN INFO SYSTEMS,F,8:00 AM,10:00 AM,WCBA 442,Blasor,202411 (CS Spring) - View Only,Scheduled,0,10029
ACCT 427/502 LEC,ACCT & FIN INFO SYSTEMS,F,10:30 AM,12:30 PM,WCBA 442,Blasor,202411 (CS Spring) - View Only,Scheduled,0,10030
ACCT 427/503 LEC,ACCT & FIN INFO SYSTEMS,F,1:30 PM,3:30 PM,WCBA 442,Blasor,202411 (CS Spring) - View Only,Scheduled,0,10031
ACCT 427/504 LEC,ACCT & FIN INFO SYSTEMS,MW,9:35 AM,10:50 AM,WCBA 442,Diaz,202411 (CS Spring) - View Only,Scheduled,0,23832
ACCT 427/505 LEC,ACCT & FIN INFO SYSTEMS,MW,11:10 AM,12:25 PM,WCBA 442,Diaz,202411 (CS Spring) - View Only,Scheduled,0,21516
ACCT 427/506 LEC,ACCT & FIN INFO SYSTEMS,MW,12:45 PM,2:00 PM,WCBA 192,Diaz,202411 (CS Spring) - View Only,Scheduled,0,42712
ACCT 445/599 LEC,INTERNATIONAL ACCT,,,,,Cline,202411 (CS Spring) - View Only,Incomplete,53,47664
ACCT 447/500 LEC,FINANCIAL STMNT ANALYSIS,MW,12:45 PM,2:00 PM,WCBA 111,Ray,202411 (CS Spring) - View Only,Scheduled,25,47778
ACCT 450/501 LEC,ACCOUNTING ETHICS,MW,3:00 PM,4:55 PM,WCBA 114,Shaub,202411 (CS Spring) - View Only,Scheduled,5,10037
ACCT 450/501 LEC,ACCOUNTING ETHICS,TR,9:35 AM,10:50 AM,WCBA 114,Shaub,202411 (CS Spring) - View Only,Scheduled,5,10037
ACCT 450/502 LEC,ACCOUNTING ETHICS,MW,3:00 PM,4:55 PM,WCBA 111,Head,202411 (CS Spring) - View Only,Scheduled,5,27390
ACCT 450/502 LEC,ACCOUNTING ETHICS,TR,9:35 AM,10:50 AM,WCBA 111,Head,202411 (CS Spring) - View Only,Scheduled,5,27390
ACCT 484/501 PRAC,ACCOUNTING INTERNSHIP,,,,,Kyllonen,202411 (CS Spring) - View Only,Incomplete,0,39644
ACCT 484/551 PRAC,ACCOUNTING INTERNSHIP: IN-AB,,,,,Kyllonen,202411 (CS Spring) - View Only,Incomplete,0,39645
ACCT 489/500 LEC,SPTP: COMMUNICATION SKILLS,TR,8:00 AM,9:15 AM,WCBA 111,Hurta,202411 (CS Spring) - View Only,Scheduled,20,50501
ACCT 489/501 LEC,SPECIAL TOPICS IN,TR,9:35 AM,10:50 AM,WCBA 161,Hurta,202411 (CS Spring) - View Only,Scheduled,20,50502
ACCT 489/502 LEC,SPTP: COMMUNICATION SKILLS,TR,11:10 AM,12:25 PM,WCBA 161,Hurta,202411 (CS Spring) - View Only,Scheduled,20,50503
ACCT 602/700 LEC,FINANCIAL REPORTING II,,,,,Harding,202411 (CS Spring) - View Only,Incomplete,0,51275
ACCT 605/700 LEC,INCOME TAX,,,,,Larkin,202411 (CS Spring) - View Only,Incomplete,0,51276
ACCT 607/600 SEM,SEMINAR IN AUDITING,TR,12:45 PM,2:00 PM,WCBA 105,Ranzilla,202411 (CS Spring) - View Only,Scheduled,30,50395
ACCT 608/601 LEC,INTERNAL AUDITING,TR,11:10 AM,12:25 PM,WCBA 111,Head,202411 (CS Spring) - View Only,Scheduled,0,47940
ACCT 615/600 LEC,CONTEMPORARY TAX TOPICS,MW,11:10 AM,12:25 PM,WCBA 105,Larkin,202411 (CS Spring) - View Only,Scheduled,40,15249
ACCT 620/651 LEC,MGMT ACCT & CONTROL,,,,,Farmer,202411 (CS Spring) - View Only,Incomplete,32,10041
ACCT 620/751 LEC,MGMT ACCT & CONTROL,,,,,Farmer,202411 (CS Spring) - View Only,Incomplete,0,44686
ACCT 640/698 EXAM,ACCT CON & PROCEDURE I,T,8:00 PM,10:00 PM,,Foster,202411 (CS Spring) - View Only,Unassigned,0,43945
ACCT 640/698 EXAM,ACCT CON & PROCEDURE I,T,8:00 PM,10:00 PM,,Foster,202411 (CS Spring) - View Only,Unassigned,0,43945
ACCT 640/698 EXAM,ACCT CON & PROCEDURE I,T,8:00 PM,10:00 PM,,Foster,202411 (CS Spring) - View Only,Unassigned,0,43945
